referenznummer,titel,hauptberuf,firma,vollzeit,verguetungsangabe,festgehalt,gehaltsspanne_von,gehaltsspanne_bis,plz,ort,strasse,veroeffentlicht_am,eintritt_von,entfernung_km,quereinstieg_geeignet
12016-10004834154-S,Lagerhelfer (m/w/d) für Tefkühlpizzahersteller - Steglitz,"Helfer/in - Lagerwirtschaft, Transport",PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,12163,Berlin,,2026-07-10,2026-07-14,9,False
12016-10004774061-S,Lagerhelfer / Verpacker (m/w/d) Büromaterial,Lager- und Transportarbeiter/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,12.0,,,10587,Berlin,,2026-07-02,2026-07-03,7,False
12016-10004800518-S,Lagerhelfer (m/w/d) - unbefristete Anstellung,"Helfer/in - Lagerwirtschaft, Transport",PerZukunft Arbeitsvermittlung GmbH&Co.KG GmbH & Co. KG,True,STUNDENLOHN,13.9,,,12681,Berlin,,2026-07-06,2026-07-06,8,False
12016-10004734313-S,Lagerhelfer - ohne Ausbildung - Schönefeld (m/w/d),"Helfer/in - Lagerwirtschaft, Transport",PerZukunft Arbeitsvermittlung GmbH&Co.KG GmbH & Co. KG,True,STUNDENLOHN,20.71,,,12047,Berlin,,2026-06-26,2026-06-30,2,False
12016-10004793499-S,Lagerhelfer (m/w/d) - unbefristete Vollzeitanstellung,Lager- und Transportarbeiter/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG GmbH & Co. KG,True,STUNDENLOHN,14.0,,,12681,Berlin,,2026-07-05,2026-07-06,8,False
12016-10004741273-S,Kommissionierer/Lagerhelfer (m/w/d) - Tiefkühlwaren,Kommissionierer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG GmbH & Co. KG,True,STUNDENLOHN,13.9,,,12681,Berlin,,2026-06-26,2026-06-26,8,False
12016-10004834160-S,Einzelhandel (m/w/d) Lagerhelfer - Top Vergütung - Neukölln,Lager- und Transportarbeiter/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,19.55,,,10179,Berlin,,2026-07-10,2026-07-13,1,False
12016-10004819180-S,Lagerhelfer - Tagesschicht - Vollzeit   (m/w/d),Fachkraft - Lagerlogistik,PerZukunft Arbeitsvermittlung GmbH&Co.KG GmbH & Co. KG,True,STUNDENLOHN,13.0,,,12681,Berlin,,2026-07-08,2026-07-11,8,False
12016-10004774059-S,Lagerhelfer / Quereinsteiger (m/w/d) keine Schichten,Lager- und Transportarbeiter/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.5,,,10245,Berlin,,2026-07-02,2026-07-06,3,False
12016-10004739002-S,Lagerhelfer in Zentrum Berlins m/w/d,"Helfer/in - Lagerwirtschaft, Transport",PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,JAHRESGEHALT,2900.0,,,10587,Berlin,,2026-06-26,2026-06-26,7,False
12016-10004749349-S,Lagerhelfer / Produktionshelfer Pharma (m/w/d) Berlin,Helfer/in - Chemie- und Pharmatechnik,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,12047,Berlin,,2026-06-29,2026-06-29,2,False
12016-10004791789-S,Lagerhelfer (m/w/d) - Festanstellung - Berlin.,"Helfer/in - Lagerwirtschaft, Transport",PerZukunft Arbeitsvermittlung GmbH&Co.KG GmbH & Co. KG,True,STUNDENLOHN,13.0,,,12679,Berlin,,2026-07-05,2026-07-08,10,False
12016-10004905416-S,Lagerhelfer (m/w/d) Tabaklager - Kreuzberg - Unbefristet,Lager- und Transportarbeiter/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,12163,Berlin,,2026-07-20,2026-07-22,9,False
12016-10004858804-S,"Lagerhelfer (m/w/d) Lebensmittel - Vollzeit - 13,82EUR/Std.",Lager- und Transportarbeiter/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,20.01,,,10178,Berlin,,2026-07-14,2026-07-16,2,False
12016-10004777478-S,"Lagerhelfer m/w/d - 15,93 EUR - Neukölln",Lager- und Transportarbeiter/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG GmbH & Co. KG,True,STUNDENLOHN,13.9,,,10179,Berlin,,2026-07-02,2026-07-03,1,False
12016-10004886429-S,Lagerhelfer(m/w/d)-Guter Lohn-Berlin.,"Helfer/in - Lagerwirtschaft, Transport",PerZukunft Arbeitsvermittlung GmbH&Co.KG GmbH & Co. KG,True,STUNDENLOHN,13.0,,,10319,Berlin,,2026-07-16,2026-07-20,6,False
12016-10004886457-S,Lagerhelfer/Gabelstaplerfahrer m/w/d - Standort Lichtenberg,Gabelstaplerfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG GmbH & Co. KG,True,STUNDENLOHN,13.9,,,12681,Berlin,,2026-07-16,2026-07-20,8,False
12016-10004905421-S,Lagerhelfer m/w/d Lebensmittel - Neukölln  - Vollzeit,"Helfer/in - Lagerwirtschaft, Transport",PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,12163,Berlin,,2026-07-20,2026-07-23,9,False
12016-10004374890-S,Lagerhelfer (m/w/d) für Metallhersteller gesucht,Lager- und Transportarbeiter/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,19.74,,,12163,Berlin,,2026-04-27,2026-05-01,9,False
12016-10004738508-S,Lagerhelfer m/w/d - Automobile - Innenaustattung,Lager- und Transportarbeiter/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,14.5,,,12163,Berlin,,2026-06-26,2026-06-29,9,False
12016-10004790354-S,Lagerhelfer (m/w/d) Kosmetik - Parfümerie - Charlottenburg,Kommissionierer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,12059,Berlin,,2026-07-04,2026-07-06,4,False
12073-331808-S,Lagerhelfer mit guten PC Kenntnisssen (m/w/d),Kommissionierer/in,maXXu Personalvermittlung Heiko Werner,True,KEINE_ANGABEN,,,,10961,Berlin,,2026-06-12,2026-06-12,3,False
12016-10004907938-S,Lagerhelfer - keine Wochenenden - Berlin (m/w/d),"Helfer/in - Lagerwirtschaft, Transport",PerZukunft Arbeitsvermittlung GmbH&Co.KG GmbH & Co. KG,True,STUNDENLOHN,13.0,,,12681,Berlin,,2026-07-20,2026-07-24,8,False
12016-10004757201-S,"Lagerhelfer (m/w/d) 28,93 Euro / Std","Helfer/in - Lagerwirtschaft, Transport",PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,28.93,,,10179,Berlin,,2026-06-30,2026-07-03,1,False
12016-10004368025-S,Hilfskraft / Lagerhelfer m/w/d Dauernachtschicht,Lager- und Transportarbeiter/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,14.0,,,10587,Berlin,,2026-04-26,2026-04-29,7,False
12016-10004783619-S,Lagerhelfer (m/w/d) Modegeschäft - Kudamm - Unbefristet,Lager- und Transportarbeiter/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,12055,Berlin,,2026-07-03,2026-07-04,5,False
12016-10004738518-S,"Lagerhelfer m/w/d Transportunternehmen - 19,78 EUR/Std.","Helfer/in - Lagerwirtschaft, Transport",PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,19.78,,,10243,Berlin,,2026-06-26,2026-06-26,1,False
12016-10004848148-S,Lagerhelfer (m/w/d) Textilhandel - Vollzeit - Unbefristet,Lager- und Transportarbeiter/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,19.47,,,12163,Berlin,,2026-07-13,2026-07-15,9,False
10000-1205749575-S,Lagerhelfer/in (all Genders) in Neukölln,Kommissionierer/in,Time Tec Personalservice GmbH,True,KEINE_ANGABEN,,,,12099,Berlin,,2026-03-06,2026-07-16,6,True
12016-10004793046-S,"Lagerhelfer (m/w/d) arbeite im Lager, ab sofort!",Lager- und Transportarbeiter/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,19.33,,,10249,Berlin,,2026-07-05,2026-07-05,2,False
12016-10004851791-S,Kunststofffabrik sucht motivierte Lagerhelfer  (m/w/d),"Helfer/in - Lagerwirtschaft, Transport",PerZukunft Arbeitsvermittlung GmbH&Co.KG GmbH & Co. KG,True,STUNDENLOHN,13.9,,,12681,Berlin,,2026-07-13,2026-07-14,8,False
12016-10004871268-S,"Lagerhelfer m/w/d im Versand - Smoothies - 27,25 €","Helfer/in - Lagerwirtschaft, Transport",PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.0,,,10963,Berlin,,2026-07-15,2026-07-18,3,False
12016-10004769781-S,Lagerhelfer in der Textilbranche (m/w/d) - Berlin-Marzahn,"Helfer/in - Lagerwirtschaft, Transport",PerZukunft Arbeitsvermittlung GmbH&Co.KG GmbH & Co. KG,True,STUNDENLOHN,13.9,,,13357,Berlin,,2026-07-01,2026-07-01,5,False
12016-10004848145-S,"Lagerhelfer m/w/d - Metall, Verarbeitung - Tegel",Lager- und Transportarbeiter/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,14.5,,,12163,Berlin,,2026-07-13,2026-07-17,9,False
12016-10004749382-S,Lagerhelfer (m/w/d) - ohne Erfahrungen - unbefristet - VZ,"Helfer/in - Lagerwirtschaft, Transport",PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,19.11,,,10249,Berlin,,2026-06-29,2026-06-30,2,False
12016-10004815991-S,Kosmetik - Lagerhelfer (m/w/d) - Dufthaus - Vollzeit,Lager- und Transportarbeiter/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,12163,Berlin,,2026-07-08,2026-07-10,9,False
12016-10004734308-S,Lagerhelfer - super Konditionen (m/w/d) - Berlin,"Helfer/in - Lagerwirtschaft, Transport",PerZukunft Arbeitsvermittlung GmbH&Co.KG GmbH & Co. KG,True,STUNDENLOHN,13.0,,,13359,Berlin,,2026-06-25,2026-06-25,6,False
12016-10004827841-S,Lagerhelfer - super Verdienst - in Vollzeit  (m/w/d),"Helfer/in - Lagerwirtschaft, Transport",PerZukunft Arbeitsvermittlung GmbH&Co.KG GmbH & Co. KG,True,STUNDENLOHN,13.0,,,12681,Berlin,,2026-07-09,2026-07-11,8,False
14751-62A122118-S,"Produktions- und Lagerhelfer (m/w/d) 15,-€/Std.",Helfer/in - Lebensmittelherstellung,iperdi HL GmbH - Niederlassung Potsdam,True,STUNDENLOHN,15.0,,,13053,Berlin,,2026-06-30,2026-07-01,7,False
12016-10004756949-S,"Lagerhelfer m/w/d Verpackung - Vollzeit - 19,11 EUR","Helfer/in - Lagerwirtschaft, Transport",PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,19.11,,,10179,Berlin,,2026-06-30,2026-07-03,1,False
12016-10004816696-S,Lagerhelfer m/w/d - Druckbereich Berlin - Mitte,"Helfer/in - Lagerwirtschaft, Transport",PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10587,Berlin,,2026-07-08,2026-07-09,7,False
12016-10004774082-S,Textilunternehmen sucht sportliche Lagerhelfer(m/w/d),Kommissionierer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10587,Berlin,,2026-07-02,2026-07-05,7,False
10001-1003286292-S,Lagerhelfer (m/w/d) Großbeeren Teilzeit,Lager- und Transportarbeiter/in,AlphaConsult KG - Mauerstraße,False,STUNDENLOHN,14.96,,,14979,Großbeeren,,2026-06-25,2026-07-07,18,True
12016-10004793501-S,Lagerhelfer (m/w/d) im Großhandel - gute Bezahlung,"Helfer/in - Lagerwirtschaft, Transport",PerZukunft Arbeitsvermittlung GmbH&Co.KG GmbH & Co. KG,True,STUNDENLOHN,13.9,,,13051,Berlin,,2026-07-05,2026-07-07,8,False
12016-10004819173-S,Lagerhelfer/in in Vollzeit (m/w/d) - Berlin-Marzahn,"Helfer/in - Lagerwirtschaft, Transport",PerZukunft Arbeitsvermittlung GmbH&Co.KG GmbH & Co. KG,True,STUNDENLOHN,13.9,,,12681,Berlin,,2026-07-08,2026-07-11,8,False
12016-10004756965-S,Kommissionierer/Lagerhelfer m/w/d - Süßwaren -Neukölln,Kommissionierer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,11.5,,,12163,Berlin,,2026-06-30,2026-06-30,9,False
12016-10004760298-S,Lagerhelfer - gerne Quereinsteiger - Vollzeit (m/w/d).,"Helfer/in - Lagerwirtschaft, Transport",PerZukunft Arbeitsvermittlung GmbH&Co.KG GmbH & Co. KG,True,STUNDENLOHN,13.0,,,12681,Berlin,,2026-06-30,2026-07-01,8,False
12016-10004783625-S,"Lagerhelfer (m/w/d) - Versand - Vollzeit - 27,70 €",Lager- und Transportarbeiter/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,40.0,,,12045,Berlin,,2026-07-03,2026-07-07,3,False
12016-10004815981-S,Lagerhelfer (m/w/d) Einzelhandel - Unbefristet - Friedenau,"Helfer/in - Lagerwirtschaft, Transport",PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,16.8,,,12163,Berlin,,2026-07-08,2026-07-10,9,False
10001-1003249542-S,Lagerhelfer/Kommissionierer (mwd) mit Staplerschein - Dauerspätschicht,Kommissionierer/in,PREOS Arbeitsvermittlung,True,STUNDENLOHN,15.69,,,12347,Berlin,,2026-06-18,2026-06-18,7,
12016-10004734305-S,Lagerhelfer - Kosmetikartikel - Berlin Buckow (m/w/d),"Helfer/in - Lagerwirtschaft, Transport",PerZukunft Arbeitsvermittlung GmbH&Co.KG GmbH & Co. KG,True,STUNDENLOHN,13.9,,,12681,Berlin,,2026-06-25,2026-06-25,8,False
12016-10004797221-S,Lagerhelfer (m/w/d) - Steglitz - Inventuren/Scannen,"Helfer/in - Lagerwirtschaft, Transport",PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,14.36,,,12163,Berlin,,2026-07-06,2026-07-06,9,False
12016-10004749403-S,Disponent m/w/d Lagerhelfer Spedition Spandau,Disponent/in - Lager,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,12163,Berlin,,2026-06-29,2026-07-02,9,False
12016-10004899508-S,"Lagerhelfer(m/w/d) - Verpackung - 18,82 EUR - Unbefristet",Lager- und Transportarbeiter/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,40.0,,,12043,Berlin,,2026-07-19,2026-07-19,4,False
12016-10004783623-S,Lagerraum - Lagerhelfer (m/w/d) - Vollzeit - Unbefristet,Lager- und Transportarbeiter/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,19.26,,,12163,Berlin,,2026-07-03,2026-07-03,9,False
12016-10004925902-S,"Lagerhelfer (m/w/d) - 15,96 EUR - Voll- oder Teilzeit",Gabelstaplerfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG GmbH & Co. KG,True,STUNDENLOHN,15.96,,,12681,Berlin,,2026-07-22,2026-07-23,8,False
12016-10004905429-S,Lagerhelfer (m/w/d) - Transport - Arbeit in Vollzeit - Mitte,Lager- und Transportarbeiter/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,12163,Berlin,,2026-07-20,2026-07-22,9,False
12016-10004784319-S,Kommissionierer / Lagerhelfer (m/w/d) dringend gesucht,Kommissionierer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,27.79,,,14059,Berlin,,2026-07-03,2026-07-04,9,False
12016-10004819179-S,"Lagerhelfer (m/w/d) Baustoffhandel - 19,55 EUR","Helfer/in - Lagerwirtschaft, Transport",PerZukunft Arbeitsvermittlung GmbH&Co.KG GmbH & Co. KG,True,STUNDENLOHN,19.55,,,10365,Berlin,,2026-07-08,2026-07-11,5,False
10001-1002583942-S,Lagerhelfer / Pracownik magazynu (m/w/d),Lager- und Transportarbeiter/in,Randstad Deutschland GmbH & Co. KG,True,KEINE_ANGABEN,,,,,Großbeeren,,2026-02-11,2026-07-07,18,True
12016-10004793049-S,"Lagerhelfer (m/w/d) - Lebensmittel - 18,91 EUR - Unbefristet","Helfer/in - Lagerwirtschaft, Transport",PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,18.91,,,10249,Berlin,,2026-07-05,2026-07-05,2,False
10001-1003187135-S,Lagerhelfer (all genders),Fachkraft - Lagerlogistik,Kehr Berlin GmbH & Co. KG,True,KEINE_ANGABEN,,,,14974,Ludwigsfelde,Am Birkengrund,2026-06-08,2026-07-21,24,True
12016-10004827836-S,"Lagerhelfer (m/w/d) - 16,22 EUR - Quereinstieg","Helfer/in - Lagerwirtschaft, Transport",PerZukunft Arbeitsvermittlung GmbH&Co.KG GmbH & Co. KG,True,STUNDENLOHN,16.22,,,12051,Berlin,,2026-07-09,2026-07-12,5,False
12016-10004760299-S,Wir suchen motivierte lagerhelfer (m/w/d),"Helfer/in - Lagerwirtschaft, Transport",PerZukunft Arbeitsvermittlung GmbH&Co.KG GmbH & Co. KG,True,STUNDENLOHN,13.9,,,12681,Berlin,,2026-06-30,2026-06-30,8,False
12016-10004886459-S,Lagerhelfer (m/w/d)-Berlin-Tageschichten-Mo-Fr.,"Helfer/in - Lagerwirtschaft, Transport",PerZukunft Arbeitsvermittlung GmbH&Co.KG GmbH & Co. KG,True,STUNDENLOHN,13.0,,,12681,Berlin,,2026-07-16,2026-07-20,8,False
10001-1001190522-S,Lagerhelfer (m/w/d) für Falkensee gesucht!,"Helfer/in - Lagerwirtschaft, Transport",Starkland Personaldienstleistungen GbR,True,KEINE_ANGABEN,,,,14612,Falkensee,Bahnhofstr.,2025-02-27,2026-06-17,23,
12016-10004871976-S,"Lagerhelfer (m/w/d)  29,87 Euro / Std",Lager- und Transportarbeiter/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.5,,,10587,Berlin,,2026-07-15,2026-07-15,7,False
10001-1003348546-S,Lagerhelfer/in (m/w/d) in 15831 Mahlow ID111,Fachlagerist/in,AMBAU Personalservice GmbH,True,STUNDENLOHN,15.0,,,15831,Blankenfelde-Mahlow,,2026-07-08,2026-07-17,19,
12016-10004738517-S,"Lagerhelfer m/w/d 19,21 EUR - Festanstellung",Lager- und Transportarbeiter/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,19.21,,,12055,Berlin,,2026-06-26,2026-06-29,5,False
12016-10004842153-S,"Lagerhelfer m/w/d - 18,35 EUR - Vollzeit","Helfer/in - Lagerwirtschaft, Transport",PerZukunft Arbeitsvermittlung GmbH&Co.KG GmbH & Co. KG,True,STUNDENLOHN,13.9,,,12681,Berlin,,2026-07-12,2026-07-12,8,False
10001-1003289538-S,Mitarbeiter Logistik / Lagerhelfer (m/w/d) - in Teilzeit / Vollzeit,Fachlagerist/in,Wein & Vinos GmbH,True,KEINE_ANGABEN,,,,10623,Berlin,,2026-06-26,2026-07-07,7,
12016-10004841399-S,Lagerhelfer (m/w/d) - Automobil - Schöneberg - Ab sofort,Kommissionierer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,14.37,,,12163,Berlin,,2026-07-12,2026-07-12,9,False
12016-10004913355-S,"Lagerhelfer m/w/d Versand - Unbefristet - 19,42 EUR","Helfer/in - Papier, Verpackung",PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,19.42,,,12163,Berlin,,2026-07-21,2026-07-25,9,False
12016-10004824911-S,"Lagerhelfer (m/w/d) - Deckengroßhandel - 19,50 EUR",Fachkraft - Lagerwirtschaft,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,19.5,,,12163,Berlin,,2026-07-09,2026-07-13,9,False
18279-57-4199-0e486-S,Lagerhelfer (m/w/d) im Bereich Leergut/Entsorgung,Fachkraft - Lagerlogistik,Netto Marken-Discount Stiftung & Co. KG,True,KEINE_ANGABEN,,,,13127,Berlin,Arkenberger Damm 1,2025-09-02,2026-06-19,14,False
12016-10004790349-S,"Lagerhelfer m/w/d Großhandel - Tegel - 12,86EUR - Vollzeit",Fachkraft - Lagerwirtschaft,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,17.38,,,12059,Berlin,,2026-07-04,2026-07-04,4,False
10000-1205758233-S,Lagerhelfer/in (all Genders) für das Befüllen von Flugzeugtrolleys,"Helfer/in - Lagerwirtschaft, Transport",Time Tec Personalservice GmbH,True,KEINE_ANGABEN,,,,12099,Berlin,,2026-03-09,2026-07-22,6,True
12016-10004809740-S,Lagerhelfer (m/w/d) - 40-Stunden-Woche - Modegeschäft,Lager- und Transportarbeiter/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG GmbH & Co. KG,True,STUNDENLOHN,14.0,,,12681,Berlin,,2026-07-07,2026-07-08,8,False
12016-10004834163-S,"Lagerhelfer m/w/d - Getränkemarkt - 18,97 Euro/Std.",Lager- und Transportarbeiter/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.1,,,12163,Berlin,,2026-07-10,2026-07-12,9,False
12016-10004824893-S,"Lagerhelfer m/w/d Verpackungsbereich - Vollzeit - 13,44EUR",Lager- und Transportarbeiter/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,19.46,,,12163,Berlin,,2026-07-09,2026-07-10,9,False
12016-10004905427-S,"Lagerhelfer - Jeanshosen - 26,21 Euro/ Std. m/w/d","Helfer/in - Lagerwirtschaft, Transport",PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,12.5,,,12163,Berlin,,2026-07-20,2026-07-20,9,False
12016-10004787331-S,"Lagerhelfer (m/w/d) Spielzeuge - 18,53 EUR",Lager- und Transportarbeiter/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG GmbH & Co. KG,True,STUNDENLOHN,12.8,,,12681,Berlin,,2026-07-03,2026-07-03,8,False
12016-10004738982-S,Lagerhelfer - Automobilindustrie Berlin nur hier m/w/d,Lager- und Transportarbeiter/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.0,,,10587,Berlin,,2026-06-26,2026-06-26,7,False
12016-10004749380-S,"Lagerhelfer (m/w/d) Textilverarbeitung Unbefristet 13,55EUR",Lager- und Transportarbeiter/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,12163,Berlin,,2026-06-29,2026-07-02,9,False
10000-1205620962-S,Lagerhelfer/ Mitarbeiter in der Lagerordnung / Logistikhelfer (m/w/d),"Helfer/in - Lagerwirtschaft, Transport",CHEFS CULINAR NORD-OST GMBH & CO. KG,True,KEINE_ANGABEN,,,,14974,Ludwigsfelde,An der Eichspitze,2026-02-25,2026-08-01,23,False
10001-1003275162-S,Lagerhelfer gesucht (m/w/d)  - Jetzt bewerben!,"Helfer/in - Lagerwirtschaft, Transport",Apprich Secur GmbH,False,KEINE_ANGABEN,,,,14974,Ludwigsfelde,Gottlieb-Daimler-Str.,2026-06-24,2026-07-14,24,True
12016-10004858806-S,"Lagerhelfer - Berlin Mitte - 20,27 Euro/Std. (m/w/d)",Lager- und Transportarbeiter/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,14.0,,,12163,Berlin,,2026-07-14,2026-07-16,9,False
10001-1003315475-S,Pomocnik magazynowy (m/w/d) Großbeeren / Lagerhelfer (m/w/d) Großbeeren,Lager- und Transportarbeiter/in,AlphaConsult KG - Mauerstraße,False,STUNDENLOHN,14.96,,,14979,Großbeeren,,2026-07-01,2026-07-10,18,
12016-10004731210-S,"Lagerhelfer /  Kommissionierer - 18,82€ - Wittenau m/w/d",Kommissionierer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.0,,,12163,Berlin,,2026-06-25,2026-06-29,9,False
12016-10004744003-S,"Lagermitarbeiter / Lagerhelfer - Vollzeit - 17,38€/h m/w/d",Lager- und Transportarbeiter/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,17.38,,,13357,Berlin,,2026-06-27,2026-06-27,5,False
12016-10004837914-S,"Lagerhelfer (m/w/d) Marzahn - 15,64 EUR - Buckow",Kommissionierer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG GmbH & Co. KG,True,STUNDENLOHN,15.64,,,12681,Berlin,,2026-07-10,2026-07-11,8,False
12016-10004858783-S,Lagerhelfer (m/w/d) Kaufhaus am Kudamm 14EUR/Std - Vollzeit,Lager- und Transportarbeiter/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,12163,Berlin,,2026-07-14,2026-07-14,9,False
12016-10004843612-S,"Lagerhelfer (m/w/d) für Modehaus - Neukölln - 16,65 EUR/h",Kommissionierer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,14.37,,,12163,Berlin,,2026-07-12,2026-07-14,9,False
12016-10004738991-S,"Lagerhelfer m/w/d - Lebensmittel - Einzelhandel - 18,82 € Std.",Lager- und Transportarbeiter/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,18.82,,,13353,Berlin,,2026-06-26,2026-06-30,6,False
12016-10004793051-S,"Lagerhelfer (m/w/d) Buckow 21,72 €/Std. Metall",Lager- und Transportarbeiter/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,15.0,,,12163,Berlin,,2026-07-05,2026-07-05,9,False
12016-10004815959-S,"Lagerhelfer (m/w/d) Feinkosthandel - 19,42 EUR - VZ",Lager- und Transportarbeiter/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,19.42,,,12163,Berlin,,2026-07-08,2026-07-11,9,False
12016-10004777475-S,Lagerhelfer - m/w/d 3-Schichten 5-Tage-Woche,Lager- und Transportarbeiter/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG GmbH & Co. KG,True,JAHRESGEHALT,2900.0,,,12681,Berlin,,2026-07-02,2026-07-02,8,False
10001-1003180991-S,"Lagerhelfer - Verladung (m/w/d) 15,00€/Std.","Helfer/in - Lagerwirtschaft, Transport",DEKRA Arbeit Neuruppin,True,STUNDENLOHN,15.0,,,15366,Neuenhagen bei Berlin,,2026-06-05,2026-06-08,18,
12016-10004819171-S,Lagerhelfer (m/w/d) - ab sofort bewerben - Chance nutzen,Lager- und Transportarbeiter/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG GmbH & Co. KG,True,STUNDENLOHN,13.9,,,13059,Berlin,,2026-07-08,2026-07-08,10,False
12016-10004824895-S,"Lagerhelfer (m/w/d) - ohne Erfahrungen  - 20,27 €/Std.!",Lager- und Transportarbeiter/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,14.0,,,12163,Berlin,,2026-07-09,2026-07-13,9,False
12811-2256311-S,"Lagerhelfer/ Mitarbeiter in der Lagerordnung / Logistikhelfer (m/w/d), Ludwigsfelde","Helfer/in - Lagerwirtschaft, Transport",CHEFS CULINAR Nord-Ost GmbH & Co. KG,False,KEINE_ANGABEN,,,,14974,Ludwigsfelde,An der Eichspitze 1,2026-05-13,2026-07-21,23,False
